% This file is created by the Prizma 1.0.
% Prizma is a Turkish Text Classification Environment for Weka 
% and developed by Harun Reşit Zafer with Fatih Universtiy Natural Language Processing Group.
% http://nlp.ceng.fatih.edu.tr/blog/
% hrzafer@fatih.edu.tr
% www.hrzafer.com

@relation dataset

@attribute LengthOfTitle numeric
@attribute NumberCount numeric
@attribute PunctuationColonRatio numeric
@attribute PunctuationCommaRatio numeric
@attribute PunctuationCountOfTitle numeric
@attribute PunctuationDashRatio numeric
@attribute PunctuationDoubleQuoteRatio numeric
@attribute PunctuationEllipsisRatio numeric
@attribute PunctuationExclamationRatio numeric
@attribute PunctuationQuestionMarkRatio numeric
@attribute PunctuationRatio numeric
@attribute PunctuationSemicolonRatio numeric
@attribute StopwordRatio numeric
@attribute WhyCount numeric
@attribute WordCountOfTitle numeric
@attribute WordLengthAverage numeric
@attribute WordLengthVariance numeric
@attribute class {1,0}

% The first 13,224 instances (%66) is used for training
% and the rest 6,812 instances (%34) is used as test data.
% Total instance count is 20,036
% In Weka (to get correct results), select "percentage split %66" and "preserve order for % split" options

@data
136,0,0,0.25,4,0,0,0,0,0,0.03,0,0,0,17,7.87,14,0
92,0,0,0.5,2,0,0,0,0,0,0.03,0,0.14,0,15,5.50,8,0
84,0,0,0.167,6,0,0,0,0,0,0.09,0,0.11,0,10,7.78,5,0
148,3,0,0,4,0,0,0,0,0,0.03,0,0.05,0,23,6.50,8,0
148,0,0,0,3,0,0,0,0,0,0.02,0,0.25,0,17,8.19,36,0
149,1,0,0.333,3,0,0,0,0,0,0.02,0,0,0,19,7.53,15,0
105,0,0,0.333,3,0,0,0,0,0,0.03,0,0.07,0,15,6.36,11,0
120,0,0,0.25,4,0,0,0,0,0,0.04,0,0,0,16,7.36,9,0
145,2,0,0,1,0,0,0,0,0,0.01,0,0.05,0,20,6.72,12,0
66,0,0,0,3,0,0,0,0,0,0.05,0,0.12,0,9,7.00,8,0
83,0,0,0,2,0,0,0,0,0,0.03,0,0.09,0,12,6.45,6,0
139,0,0,0.667,3,0,0,0,0,0,0.03,0,0.12,0,17,7.06,9,0
140,2,0,0.333,6,0,0.333,0,0,0,0.05,0,0.05,0,21,5.94,9,0
118,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,15,6.80,7,0
144,0,0,0.125,8,0,0.5,0,0,0,0.07,0,0.11,0,20,6.61,11,0
133,0,0,0.2,5,0,0,0,0,0,0.04,0,0,0,16,7.60,8,0
60,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.11,0,9,5.78,6,0
80,0,0.333,0,3,0,0,0,0,0,0.04,0,0,0,11,7.67,3,0
119,0,0,0,3,0,0,0,0,0,0.03,0,0.13,0,17,6.80,10,0
144,0,0,0,2,0,0,0,0,0,0.02,0,0.11,0,19,6.94,9,0
106,1,0,0,4,0,0,0,0,0,0.04,0,0,0,16,6.69,5,0
108,0,0,0,4,0,0,0,0,0,0.04,0,0.08,0,14,7.75,6,0
131,1,0,0.286,7,0,0.286,0,0,0,0.06,0,0,0,15,9.00,13,0
43,1,0,0,1,0,0,0,0,0,0.03,0,0,0,7,5.83,11,0
137,0,0.333,0,3,0.333,0,0,0,0,0.02,0,0.08,0,13,9.38,14,0
65,0,0.2,0.2,5,0,0,0,0,0,0.1,0,0,0,11,5.78,6,0
126,1,0,0,3,0,0,0,0,0,0.03,0,0,0,17,7.13,4,0
135,0,0.143,0.143,7,0,0,0,0,0.143,0.06,0,0.2,0,21,5.50,8,0
122,0,0,0,2,0,0,0,0,0,0.02,0,0,0,15,7.64,7,0
104,0,0,0.167,6,0,0,0,0,0,0.07,0,0.08,0,14,6.62,11,0
93,1,0,0,4,0,0,0,0,0,0.05,0,0,0,14,6.91,8,0
81,1,0.5,0,2,0,0,0,0,0,0.03,0,0.1,0,11,7.33,6,0
129,0,0,0.667,3,0,0,0,0,0,0.03,0,0.11,0,19,5.68,3,0
131,0,0,0,2,0,0,0,0,0,0.02,0,0.12,0,18,6.65,9,0
90,0,0,0.333,3,0,0,0,0,0,0.04,0,0.08,0,13,6.33,5,0
138,0,0,0,5,0,0,0,0,0,0.04,0,0.06,0,20,7.06,10,0
74,0,0.333,0,3,0,0.667,0,0,0,0.05,0,0,0,8,8.00,5,0
148,0,0,0.2,5,0,0,0,0,0,0.04,0,0.06,0,19,7.47,5,0
75,0,0.25,0.25,4,0,0,0,0,0,0.06,0,0,0,11,7.00,9,0
94,0,0,0,2,0,0,0,0,0,0.02,0,0,0,12,7.45,8,0
114,1,0,0.333,6,0.167,0,0,0,0,0.06,0,0.14,0,16,7.23,8,0
49,0,1,0,1,0,0,0,0,0,0.02,0,0.12,0,8,5.13,9,0
117,0,0,0,2,0,0,0,0,0,0.02,0,0.07,0,16,6.73,10,0
139,1,0,0,4,0,0,0,0,0,0.03,0,0,0,19,7.38,4,0
74,0,0.333,0,3,0,0,0,0,0,0.05,0,0.22,0,11,7.00,6,0
76,0,0,0.333,3,0,0,0,0,0,0.05,0,0,0,11,6.40,3,0
122,1,0,0,1,0,0,0,0,0,0.01,0,0.17,0,18,6.00,8,0
144,0,0,0.25,4,0,0.5,0,0,0,0.03,0,0.05,0,19,6.42,9,0
100,0,0.333,0.333,3,0,0,0,0,0,0.04,0,0.46,0,14,6.54,13,0
44,1,0.5,0,2,0,0,0,0,0,0.06,0,0.25,0,9,4.71,7,0
120,1,0,0,2,0,0,0,0,0,0.02,0,0.06,0,17,6.73,5,0
103,0,0,0,1,0,0,0,0,0,0.01,0,0,0,13,6.92,6,0
82,0,0.5,0,2,0,0,0,0,0,0.03,0,0,0,11,7.10,2,0
73,0,0.333,0.333,3,0,0,0,0,0,0.05,0,0,0,11,6.10,4,0
58,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,7.43,6,0
131,2,0,0,3,0,0,0,0,0,0.03,0,0.06,0,18,7.27,4,0
88,0,1,0,1,0,0,0,0,0,0.01,0,0,0,12,6.33,5,0
101,0,0,0,6,0.167,0,0,0,0,0.07,0,0.07,0,16,5.40,6,0
126,0,0,0.25,4,0,0,0,0,0,0.04,0,0.06,0,17,6.24,8,0
63,4,0,0.333,3,0,0,0,0,0,0.06,0,0,0,12,5.75,1,0
139,1,0,0.167,6,0,0.333,0,0,0,0.05,0,0.06,0,20,6.65,9,0
112,0,0,0.5,6,0.333,0,0,0,0,0.06,0,0.07,0,14,6.64,6,0
102,1,0,0,1,0,0,0,0,0,0.01,0,0.11,0,18,4.88,5,0
51,1,0.5,0,2,0,0,0,0,0,0.05,0,0.22,0,10,4.88,6,0
51,0,0.5,0,2,0,0,0,0,0,0.05,0,0.12,0,9,5.25,8,0
149,1,0.25,0.25,4,0,0,0,0,0,0.03,0,0,0,20,6.94,6,0
87,1,0.5,0.5,2,0,0,0,0,0,0.03,0,0.15,0,13,6.00,7,0
67,0,1,0,1,0,0,0,0,0,0.02,0,0.12,0,8,7.38,3,0
37,0,0,1,1,0,0,0,0,0,0.03,0,0,0,4,8.25,2,0
66,1,0.333,0,3,0.333,0,0,0,0,0.05,0,0,0,10,5.78,6,0
95,0,0,0,1,0,0,0,0,0,0.01,0,0.15,0,14,6.31,12,0
65,1,0,0.5,2,0,0,0,0,0,0.04,0,0.22,0,9,6.50,11,0
62,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,8.00,3,0
144,0,0.167,0,6,0,0.333,0,0,0,0.05,0,0.06,0,19,7.18,3,0
69,3,0,0.2,5,0,0,0,0,0,0.09,0,0.09,0,15,5.11,5,0
115,2,0,0.5,2,0,0,0,0,0,0.02,0,0,0,15,7.31,4,0
145,0,0,0.25,4,0,0.5,0,0,0,0.03,0,0.11,0,19,6.47,6,0
114,0,0,0,1,0,0,0,0,0,0.01,0,0.29,0,17,5.71,6,0
148,0,0,0.5,8,0,0.25,0,0,0,0.06,0,0.29,0,18,7.29,24,0
58,0,0,0,2,0,0,0,0,0,0.04,0,0.12,0,10,6.13,4,0
30,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.50,2,0
42,0,0,1,1,0,0,0,0,0,0.03,0,0,0,6,6.00,5,0
144,1,0,0,1,0,0,0,0,0,0.01,0,0.05,0,19,6.83,5,0
89,0,1,0,1,0,0,0,0,0,0.01,0,0.09,0,11,7.09,9,0
66,0,0,0,1,0,0,0,0,0,0.02,0,0.11,0,9,6.33,5,0
73,0,0.5,0.5,2,0,0,0,0,0,0.03,0,0.12,0,8,8.00,10,0
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,8.00,12,0
141,0,0,0,5,0,0.8,0,0,0,0.04,0,0.07,0,14,8.79,11,0
143,0,0,0.167,6,0,0,0,0,0,0.05,0.167,0.11,0,21,6.26,3,0
43,1,0.333,0,3,0,0,0,0,0,0.08,0,0,0,6,8.50,3,0
48,1,0,0,1,0,0,0,0,0,0.02,0,0,0,7,8.00,10,0
40,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,7.20,5,0
55,2,1,0,1,0,0,0,0,0,0.02,0,0,0,9,6.00,3,0
116,1,0,0,5,0,0,0,0,0,0.05,0,0.06,0,20,5.81,7,0
100,1,0,0.25,4,0,0,0,0,0,0.05,0,0.08,0,15,6.83,15,0
149,2,0,0.2,5,0,0,0,0,0,0.04,0,0,0,23,6.78,4,0
125,0,0,0,3,0,0,0,0,0,0.03,0,0,0,15,8.46,6,0
132,0,0,0,3,0,0,0,0,0,0.03,0,0.06,0,17,6.65,7,0
56,0,0,0.333,3,0,0,0,0,0,0.06,0,0,0,8,8.00,13,0
69,0,0.5,0,2,0,0,0,0,0,0.03,0,0,0,9,7.50,16,0
126,2,0,0.25,4,0,0,0,0,0,0.04,0,0.11,0,21,5.88,9,0
49,0,0,0,3,0,0,0,0,0,0.07,0,0,0,6,8.40,10,0
56,0,0.333,0,3,0,0,0,0,0,0.06,0,0,0,7,6.71,13,0
87,0,0.25,0.25,4,0,0,0,0,0,0.05,0,0,0,11,8.33,3,0
142,0,0,0,3,0,0,0,0,0,0.02,0,0.05,0,20,6.37,6,0
139,0,0,0.333,3,0,0,0,0,0,0.03,0,0.12,0,18,7.06,8,0
65,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,10,6.00,5,0
110,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,14,7.31,8,0
147,0,0,0.5,4,0,0,0,0,0,0.03,0,0.06,0,17,8.00,9,0
131,0,0,0,2,0,0,0,0,0,0.02,0,0.06,0,18,6.65,6,0
48,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.17,2,0
100,1,0.333,0,3,0.333,0,0,0,0,0.03,0,0.08,0,13,6.92,19,0
131,0,0,0.5,2,0,0,0,0,0,0.02,0,0.06,0,18,6.22,10,0
58,2,0.5,0,2,0.5,0,0,0,0,0.04,0,0,0,9,6.29,2,0
74,0,0,0.5,2,0,0,0,0,0,0.03,0,0,0,9,8.13,12,0
120,0,0.167,0.167,6,0,0,0,0,0,0.06,0,0.13,0,19,6.67,8,0
30,2,0,0,1,1,0,0,0,0,0.04,0,0,0,4,8.00,3,0
141,0,0,0,7,0,0,0,0,0,0.06,0,0,0,21,6.76,7,0
57,0,0,0,1,0,0,0,0,0,0.02,0,0.14,0,8,7.14,6,0
114,0,0,0,3,0,0,0,0,0,0.03,0,0.07,0,14,7.00,5,0
61,0,0,0,2,0,0,0,0,0,0.04,0,0,0,6,9.00,20,0
148,0,0,0.5,2,0,0,0,0,0.5,0.02,0,0.3,0,20,6.35,9,0
63,2,0.5,0.5,2,0,0,0,0,0,0.04,0,0,0,10,5.88,3,0
45,2,0.5,0,2,0,0,0,0.5,0,0.06,0,0,0,8,5.33,9,0
64,0,0.333,0,3,0,0.667,0,0,0,0.05,0,0,0,7,7.86,12,0
71,0,0,0,1,0,0,0,0,0,0.02,0,0,0,9,7.88,6,0
43,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.33,14,0
42,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,6.00,11,0
91,2,0,0,3,0,0,0,0,0,0.03,0,0,0,13,7.20,7,0
67,0,0.333,0,3,0,0,0,0,0,0.05,0,0.14,0,7,8.29,6,0
129,0,0,0.5,2,0,0,0,0,0,0.02,0,0.12,0,16,7.00,7,0
37,2,0.333,0,3,0.333,0,0,0,0,0.1,0,0,0,7,5.40,1,0
140,2,0,0,4,0,0,0,0,0,0.03,0,0,0,20,7.13,8,0
131,0,0.167,0.167,6,0,0,0,0,0.167,0.06,0,0.12,0,17,6.41,5,0
42,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.40,5,0
147,0,0,0,6,0.167,0.333,0,0,0,0.05,0,0.11,0,21,6.42,11,0
144,4,0,0,5,0,0.4,0,0,0,0.04,0,0,0,23,6.17,6,0
47,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,8,5.43,0,0
146,0,0,0,2,0,0,0,0,0,0.02,0,0.06,0,18,7.53,9,0
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.50,1,0
92,0,0,0,3,0.333,0,0,0,0,0.04,0,0,0,11,7.18,12,0
103,0,0,0,2,0,0,0,0,0,0.02,0,0.08,0,13,7.50,6,0
94,1,0,0.2,5,0,0,0,0,0,0.06,0,0,0,15,6.17,6,0
96,0,0,0.333,3,0,0,0,0,0,0.04,0,0,0,13,7.55,4,0
120,0,0,0,1,0,0,0,0,0,0.01,0,0,0,16,6.50,7,0
46,1,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.33,4,0
109,0,0,0,1,0,0,0,0,0,0.01,0,0.27,0,15,6.27,9,0
133,1,0,0.25,4,0,0,0,0,0,0.04,0,0.1,0,21,5.68,3,0
41,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.20,4,0
61,0,0.5,0,2,0,0,0,0,0,0.04,0,0,0,8,7.57,12,0
147,0,0,0,3,0,0,0,0,0,0.02,0,0.11,0,21,6.68,6,0
141,0,0,0.4,5,0,0,0,0,0,0.04,0,0.05,0,21,6.21,9,0
68,0,0.143,0.143,7,0,0,0,0,0,0.13,0,0.22,0,12,5.89,5,0
116,2,0,0.333,3,0.333,0,0,0,0,0.03,0,0.06,0,16,6.33,14,0
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,7.00,1,0
127,0,0,0.333,3,0,0,0,0,0,0.03,0,0.06,0,18,6.35,5,0
48,0,0.333,0,3,0,0,0,0,0,0.08,0,0.14,0,7,5.57,12,0
148,0,0,0.143,7,0,0.286,0,0,0,0.06,0,0.1,0,21,5.76,3,0
43,0,1,0,1,0,0,0,0,0,0.03,0,0.2,0,5,7.60,14,0
145,0,0,0.333,3,0,0,0,0,0,0.02,0,0,0,17,7.94,8,0
120,0,0,0.25,4,0,0,0,0,0,0.04,0,0.06,0,18,6.31,10,0
133,0,0,0.5,2,0,0,0,0,0,0.02,0,0.07,0,15,7.80,8,0
142,0,0,0,6,0,0,0,0,0,0.05,0,0.11,0,20,6.61,7,0
41,0,0.333,0,3,0,0,0,0,0,0.09,0,0,0,6,5.50,4,0
53,0,0.333,0,3,0,0,0,0,0,0.07,0,0,0,9,6.29,7,0
51,0,0,0,1,0,0,0,0,0,0.02,0,0,0,6,7.50,4,0
116,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,14,7.77,10,0
146,0,0.2,0.2,5,0,0,0,0,0,0.04,0,0.17,0,18,6.89,5,0
71,0,0,0,1,0,0,0,0,0,0.02,0,0,0,11,6.10,6,0
83,1,0,0,2,0,0,0,0,0,0.03,0,0.1,0,11,7.56,6,0
150,0,0,0.25,4,0,0.5,0,0,0,0.03,0,0.06,0,16,8.19,13,0
140,1,0,0.25,4,0,0,0,0,0,0.03,0,0.11,0,21,6.28,6,0
47,0,1,0,1,0,0,0,0,0,0.02,0,0,0,6,6.83,7,0
122,0,0,0.2,5,0,0.4,0,0,0,0.05,0,0.07,0,15,6.87,11,0
136,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,17,6.88,6,0
142,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,14,9.07,6,0
77,2,0,0.333,3,0,0,0,0,0,0.05,0,0,0,11,8.00,10,0
147,0,0,0,1,0,0,0,0,0,0.01,0,0.06,0,16,8.19,8,0
146,1,0,0,1,0,0,0,0,1,0.01,0,0.05,0,19,6.83,9,0
52,1,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.00,3,0
116,2,0,0.2,5,0,0,0,0,0,0.05,0,0.06,0,18,6.64,7,0
92,1,0,0.333,3,0,0,0,0,0,0.04,0,0.08,0,13,6.91,13,0
142,0,0,0.4,5,0,0.4,0,0,0,0.04,0,0.06,0,16,7.63,6,0
65,0,0,0,3,0,0,0,0,0,0.05,0,0.12,0,9,6.88,9,0
144,3,0,0,3,0.333,0,0,0,0,0.02,0,0,0,20,6.94,6,0
34,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,5.80,3,0
76,0,1,0,1,0,0,0,0,0,0.02,0,0.1,0,10,6.60,6,0
141,0,0,0.25,4,0,0,0,0,0,0.03,0,0.06,0,18,7.63,8,0
135,5,0.167,0.333,6,0,0,0,0,0,0.06,0,0,0,23,5.76,3,0
126,1,0,0.25,8,0,0.25,0,0,0,0.08,0,0,0,18,7.36,13,0
144,2,0,0.5,2,0,0,0,0,0,0.02,0,0.1,0,20,6.67,8,0
57,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.14,9,0
60,0,0.333,0,3,0,0.667,0,0,0,0.06,0,0,0,8,6.25,6,0
30,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.75,5,0
150,0,0,0.5,6,0,0,0,0,0,0.05,0,0.05,0,22,6.25,5,0
148,0,0,0.25,4,0,0,0,0,0,0.03,0,0,0,18,7.53,10,0
45,0,0,0.333,3,0,0,0,0.333,0,0.09,0,0.25,0,8,4.50,5,0
98,1,0.5,0,2,0,0,0,0,0,0.02,0,0.07,0,16,5.79,5,0
115,1,0,0.333,3,0,0,0,0,0,0.03,0,0.12,0,17,5.88,9,0
102,0,0,0,3,0,0,0,0,0,0.03,0,0,0,15,6.69,8,0
56,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.11,0,9,6.29,8,0
122,2,0,0,3,0,0,0,0,0,0.03,0,0.12,0,18,6.67,8,0
51,2,0,0.5,2,0,0,0,0,0,0.05,0,0,0,9,6.83,2,0
146,0,0,0.2,5,0,0,0,0,0,0.04,0,0,0,20,6.47,7,0
96,1,0,0,3,0,0,0,0,0,0.04,0,0,0,16,6.00,4,0
110,0,0,0.5,5,0,0,0,0,0,0.04,0.25,0.21,0,14,6.64,10,0
75,1,0,0,1,0,0,0,0,0,0.02,0,0.08,0,12,5.64,3,0
58,0,0,0,4,0,0,0,0,0,0.08,0,0,0,9,6.57,10,0
85,0,0,0,3,0,0,0,0,0,0.04,0,0,0,12,7.10,9,0
124,0,0,0,2,0,0,0,0,0,0.02,0,0.06,0,17,6.69,11,0
134,0,0,0.25,4,0,0,0,0,0,0.03,0,0.06,0,18,7.19,12,0
62,0,0,0,1,0,0,0,0,0,0.02,0,0.22,0,10,5.89,9,0
150,2,0,0.2,5,0,0,0,0,0,0.04,0,0.11,0,21,7.35,14,0
95,1,0,0,3,0,0.667,0,0,0,0.04,0,0,0,12,7.18,6,0
134,1,0,0,1,0,0,0,0,1,0.01,0,0.06,0,18,6.59,9,0
137,0,0,0.4,5,0,0,0,0,0,0.04,0,0,0,19,6.76,10,0
36,0,0,0,3,0.333,0,0,0,0,0.1,0,0,0,5,5.80,4,0
148,0,0.2,0,5,0,0,0,0,0,0.04,0,0.16,0,21,6.58,11,0
148,3,0,0.4,5,0,0.4,0,0,0,0.04,0,0.05,0,21,6.44,6,0
109,1,0,0.333,3,0,0,0,0,0,0.03,0,0.14,0,15,7.08,9,0
56,0,0.333,0.333,3,0,0,0,0.333,0,0.07,0,0.25,0,8,5.75,7,0
143,0,0,0.5,4,0,0,0,0,0,0.03,0,0,0,18,7.24,5,0
65,0,0.25,0,4,0,0,0,0,0,0.07,0,0,0,8,7.71,12,0
130,0,0,0,2,0,0,0,0,0,0.02,0,0.11,0,19,6.17,5,0
129,1,0,0,4,0,0,0,0,0,0.04,0,0.06,0,19,6.69,6,0
135,1,0,0.333,3,0,0,0,0,0,0.03,0,0.06,0,18,7.19,5,0
142,2,0.25,0,4,0,0,0,0,0,0.03,0,0.1,0,22,6.11,6,0
139,1,0,0.333,3,0,0,0,0,0,0.03,0,0,0,20,6.44,5,0
60,0,0,0,2,0,0,0,0,0,0.04,0,0.22,0,11,5.56,5,0
149,0,0,0,2,0,0,0,0,0,0.02,0,0.15,0,21,6.40,11,0
57,0,0.333,0,3,0,0,0,0,0,0.06,0,0,0,9,6.86,6,0
37,1,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.50,6,0
137,1,0,0.5,2,0,0,0,0,0,0.02,0,0.06,0,18,6.88,10,0
62,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,8,6.88,6,0
76,0,0,0,4,0,0,0,0,0,0.06,0,0,0,13,6.30,6,0
80,0,0,0,7,0,0.286,0.2,0,0,0.11,0,0.11,0,10,7.22,3,0
145,0,0,0.25,4,0,0,0,0,0,0.03,0,0.12,0,18,7.35,5,0
125,1,0,0,1,0,0,0,0,1,0.01,0,0.17,0,18,6.06,9,0
119,2,0,0,3,0.333,0,0,0,0,0.03,0,0,0,15,7.77,7,0
64,4,0.2,0.2,5,0,0,0,0,0,0.1,0,0,0,11,6.14,4,0
106,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,13,7.67,8,0
52,0,1,0,1,0,0,0,0,0,0.02,0,0,0,7,6.43,7,0
54,0,0,0,1,0,0,0,0,0,0.02,0,0.14,0,8,6.71,4,0
56,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,8.33,4,0
73,0,1,0,1,0,0,0,0,0,0.02,0,0.1,0,10,6.30,6,0
119,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,14,8.00,6,0
103,0,0,0.5,2,0,0,0,0,0,0.02,0,0,0,12,7.50,12,0
60,0,0,0,1,0,0,0,0,0,0.02,0,0.12,0,9,6.50,8,0
101,0,0,0,3,0,0,0,0,0,0.03,0,0,0,13,7.25,10,0
60,1,0,0.5,2,0,0,0,0,0,0.04,0,0,0,9,7.14,4,0
120,2,0,0,4,0,0,0,0,0,0.04,0,0,0,17,7.92,10,0
99,2,0,0.2,5,0.2,0,0,0,0,0.06,0,0,0,14,7.18,4,0
67,0,0.5,0,2,0,0,0,0,0,0.04,0,0,0,10,6.33,6,0
139,0,0,0.333,3,0,0,0,0,0,0.03,0,0.12,0,18,7.06,13,0
117,0,0,0,4,0,0.5,0,0,0,0.04,0,0.13,0,16,6.60,8,0
75,0,0.5,0,2,0,0,0,0,0.5,0.03,0,0.3,0,10,6.40,7,0
102,0,0,0,2,0,0,0,0,0,0.02,0,0,0,12,8.18,2,0
40,1,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.40,11,0
51,0,0,0,1,0,0,0,0,0,0.02,0,0,0,6,9.20,4,0
68,0,0,0,2,0,0,0,0,0,0.04,0,0.1,0,12,5.30,5,0
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,7.00,3,0
116,3,0,0.167,6,0.167,0,0,0,0,0.06,0,0,0,17,7.08,8,0
53,0,0.5,0,2,0,0,0,0,0,0.04,0,0,0,8,6.43,3,0
116,0,0,0.25,8,0.125,0.25,0,0,0.125,0.08,0,0.17,0,14,8.00,13,0
56,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,8,6.13,9,0
44,0,1,0,1,0,0,0,0,0,0.03,0,0,0,5,7.80,6,0
63,3,0.5,0,2,0,0,0,0,0,0.04,0,0,0,12,5.63,2,0
124,0,0,0,1,0,0,0,0,0,0.01,0,0.12,0,16,6.75,11,0
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.00,3,0
74,0,0.333,0.333,3,0,0,0,0,0,0.05,0,0,0,12,5.08,6,0
138,0,0,0.25,4,0,0,0,0,0,0.03,0,0,0,19,6.82,6,0
150,0,0,0.25,4,0,0,0,0,0,0.03,0,0.05,0,21,6.74,4,0
124,1,0,0,1,0,0,0,0,0,0.01,0,0.12,0,16,7.00,12,0
52,0,0,0,2,0,0,0,0.5,0,0.04,0,0.17,0,7,7.50,7,0
141,0,0,0.2,5,0,0,0,0,0,0.04,0,0.06,0,18,7.69,14,0
75,0,0.5,0,2,0,0,0,0,0,0.03,0,0,0,9,8.25,3,0
138,0,0,0.333,3,0,0,0,0,0,0.03,0,0.06,0,17,7.50,7,0
145,3,0,0.4,5,0.2,0,0,0,0,0.04,0,0.14,0,21,6.00,9,0
120,1,0,0.25,4,0,0,0,0,0,0.04,0,0.06,0,19,6.19,6,0
125,0,0.25,0,4,0.25,0,0,0,0,0.04,0,0.2,0,16,7.13,7,0
44,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.20,4,0
99,0,0,0,5,0,0,0,0,0,0.06,0,0,0,14,7.64,10,0
37,0,1,0,1,0,0,0,0,0,0.03,0,0,0,5,6.40,15,0
93,0,0,0.333,3,0,0,0,0,0,0.04,0,0,0,12,7.27,9,0
135,0,0,0.2,5,0,0.4,0,0,0,0.05,0,0.3,0,21,5.55,7,0
117,0,0,0.25,4,0,0,0,0,0,0.04,0,0.07,0,16,7.14,8,0
150,1,0,0.25,4,0.25,0,0,0,0,0.03,0,0.22,0,19,7.24,17,0
88,1,0,0.5,2,0,0,0,0,0,0.03,0,0,0,11,7.40,7,0
64,0,0.5,0.5,2,0,0,0,0,0,0.04,0,0.25,0,8,6.88,12,0
149,1,0.25,0.5,4,0,0,0,0,0,0.03,0,0.15,0,20,6.58,8,0
105,0,0,0.333,3,0,0,0,0,0,0.03,0,0.13,0,16,5.87,5,0
61,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.22,0,9,5.89,7,0
57,0,0,1,1,0,0,0,0,0,0.02,0,0,0,8,6.13,2,0
150,0,0,0.125,8,0,0.5,0,0,0,0.07,0,0.2,0,21,6.15,8,0
60,1,0,0,2,0,0,0,0,0,0.04,0,0,0,9,8.17,6,0
144,2,0.333,0.667,3,0,0,0,0,0,0.02,0,0.1,0,20,6.56,5,0
140,0,0,0.333,3,0,0,0,0,0,0.03,0,0.05,0,20,6.26,8,0
99,0,0.333,0,3,0,0,0,0,0,0.04,0,0.07,0,15,5.93,7,0
138,0,0,0.167,6,0,0.667,0,0,0,0.05,0,0,0,17,6.82,6,0
144,0,0,0.286,7,0,0.571,0,0,0,0.06,0,0.06,0,17,7.12,6,0
61,0,0,0,1,1,0,0,0,0,0.02,0,0,0,7,7.71,22,0
60,0,1,0,1,0,0,0,0,0,0.02,0,0.33,0,9,5.67,10,0
67,0,0.2,0,5,0,0.4,0,0,0,0.09,0,0.12,0,9,6.88,5,0
84,1,0.167,0.167,6,0,0,0,0,0,0.09,0,0.18,0,12,6.70,9,0
106,0,0,0.5,2,0,0,0,0,0,0.02,0,0.08,0,13,7.08,6,0
110,0,0,0.333,3,0,0,0,0,0,0.03,0,0,0,13,8.00,5,0
110,0,0,0,4,0,0,0,0,0,0.04,0,0.08,0,14,7.92,12,0
45,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.67,5,0
